month,data_id,iso,event_id_cnty,event_id_no_cnty,event_date,year,time_precision,event_type,sub_event_type,actor1,assoc_actor_1,inter1,actor2,assoc_actor_2,inter2,interaction,region,country,admin1,admin2,admin3,location,latitude,longitude,geo_precision,source,source_scale,notes,fatalities,timestamp,iso3
#date+month,#event+id,,#event+code,#event+code,#date+occurred,#date+year,#meta+time_precision,#event+type,#event+subtype,#group+name+first,#group+name+first+assoc,,#group+name+second,#group+name+second+assoc,,,#region+name,#country+name,#adm1+name,#adm2+name,#adm3+name,#loc+name,#geo+lat,#geo+lon,#geo+precision+code,#meta+source,,#description,#affected+killed,#date+updated,#country+code
2019-08,5930073,356,IND60181,60181,2019-08-14,2019,1,Violence against civilians,Attack,Unidentified Armed Group (India),,3,Civilians (India),,7,37,Southern Asia,India,Punjab,Bathinda,Talwandi Sabo,Talwandi Sabo,29.9830,75.0830,1,Chandigarh Tribune,Subnational,"On 14 August, a youth was killed by a group of unidentified persons at Guru Kashi College in Talwandi Sabo town (Bathinda, Punjab) after he pasted posters of an opposing candidate for the student union president elections outside the campus.",1,1567533972,IND
2019-08,5725587,854,BFO1943,1943,2019-08-13,2019,1,Battles,Armed clash,JNIM: Group for Support of Islam and Muslims,,2,Police Forces of Burkina Faso (2015-) Gendarmerie,,1,12,Western Africa,Burkina Faso,Centre-Nord,Bam,Bourzanga,Namssiguia,13.8317,-1.6082,1,L'Observateur Paalga,National,"On August 13, suspected JNIM militants attempted to attack a school in Namssiguia, gendarmes repelled the attack, no casualties reported.",0,1567450153,BFA
2019-08,5923384,104,MMR8521,8521,2019-08-13,2019,1,Battles,Armed clash,Military Forces of Myanmar (2016-),,1,PSLF/TNLA: Palaung State Liberation Front/Ta'ang National Liberation Army,,2,12,South-Eastern Asia,Myanmar,Shan,Muse,Kutkai,Kutkai,23.4579,97.9380,1,Irrawaddy; Shan Herald Agency for News,Subnational-National,"On 13 August 2019, in Kutkai Township, in Shan State, a clash broke out between the Myanmar military's LIB No.109 under the military's LID No.99 and the Ta'ang National Liberation Army in Maw Ham village of Tarmoenye sub-township. During the clash, a school headmaster from Mongsi village was injured from an artillery shell explosion and a young man was killed as the bullet hit his head.",1,1567515036,MMR
2019-08,5929937,356,IND60045,60045,2019-08-13,2019,1,Riots,Mob violence,Rioters (India),,5,Civilians (India),Former Police Forces of India (2014-),7,57,Southern Asia,India,Bihar,Patna,Patna,Patna,25.5941,85.1356,1,Hindustan Times,National,"On 13 August, a mob of 40-50 youth beat up a former police officer and his family in Patna (Patna, Bihar), while they were in their car in front of a school, revealed by a video that went viral. The reason behind the attack is unknown. [size=40-50]",0,1567533972,IND
2019-08,6048345,760,SYR65889,65889,2019-08-12,2019,1,Explosions/Remote violence,Air/drone strike,Military Forces of Syria (2000-) Syrian Arab Air Force,,1,,,0,10,Middle East,Syria,Idleb,Al Ma'ra,Heish,Moqa,35.4989,36.6401,1,SOHR; SNHR,Local partner-Other,"On 12 August 2019, regime warplanes carried out airstrikes on Moqa in Idleb amid regime barrel bomb deployment. A barrel bomb impacted the primary school in the village, resulting in material damages to the building and furniture. Neither injuries nor fatalities were reported.",0,1571164403,SYR
2019-08,6048340,760,SYR65860,65860,2019-08-11,2019,1,Explosions/Remote violence,Air/drone strike,Military Forces of Syria (2000-) Syrian Arab Air Force,Military Forces of Russia (2000-),1,Civilians (Syria),Students (Syria); Has Communal Group (Syria),7,17,Middle East,Syria,Idleb,Al Ma'ra,Kafr Nobol,Has,35.6191,36.5954,1,SNHR; Liveuamap; SOHR,Local partner-Other,"On 11 August 2019, Russian and regime warplanes carried out airstrikes on Has in Idleb in conjunction with the dropping of barrel bombs by regime helicopters. Airstrikes impacted a school for orphans in the city, resulting in the killing of a child and the wounding of several other people as well as material damages to the building. The local council building was also hit, leading to material damages.",1,1571164403,SYR
2019-08,5923379,104,MMR8517,8517,2019-08-11,2019,1,Battles,Armed clash,Military Forces of Myanmar (2016-),,1,PSLF/TNLA: Palaung State Liberation Front/Ta'ang National Liberation Army,,2,12,South-Eastern Asia,Myanmar,Shan,Muse,Kutkai,Kutkai,23.4579,97.9380,1,Network Media Group,National,"On 11 August 2019, in Kutkai Township, in Shan State, fighting took place between the Myanmar military and the Ta'ang National Liberation Army around Tarmoenye and Mawhan village tract. A high school student was injured during the clash.",0,1567515036,MMR
2019-08,6287898,356,IND59773,59773,2019-08-10,2019,1,Riots,Violent demonstration,Rioters (India),Students (India),5,Police Forces of India (2014-),,1,15,Southern Asia,India,Manipur,Imphal West,Imphal,Imphal,24.7908,93.9302,2,Morung Express,National,"On 10 August, a clash broke out between students of multiple government schools and the police in Imphal West district (Manipur) when the students were trying to hold a demonstration demanding justice for N Babysana. Later police forces dispersed the rioters. In both West and East Imphal at least 20 students were injured. [size=no report]",0,1572403751,IND
2019-08,6287896,356,IND59772,59772,2019-08-10,2019,1,Riots,Violent demonstration,Rioters (India),Students (India),5,Police Forces of India (2014-),,1,15,Southern Asia,India,Manipur,Imphal East,Porompat,Porompat,24.8133,93.9648,2,Morung Express,National,"On 10 August, a clash broke out between students of multiple government schools and the police in Imphal East district (Manipur) when the students were trying to hold a demonstration demanding justice for N Babysana. The police forces used tear gas shells to disperse the rioters. At least 12 people were injured. [size=no report]",0,1572403751,IND
2019-08,5732868,792,TUR8901,8901,2019-08-09,2019,1,Riots,Violent demonstration,Rioters (Turkey),Labour Group (Turkey),5,,,0,50,Middle East,Turkey,Erzurum,Yakutiye,,Yakutiye,40.0013,41.3100,2,Beyaz Gazete,National,"On August 9th, workers demonstrated against the fact they were being underpaid by climbing onto the roof of the construction building. The 67 workers are employed by a subcontractor building a new student dormitory in Ataturk university in Yakutiye district of Erzurum [size=no report].",0,1567458865,TUR
2019-08,5727129,800,UGA5624,5624,2019-08-07,2019,1,Riots,Violent demonstration,Rioters (Uganda),,5,Police Forces of Uganda (1986-),,1,15,Eastern Africa,Uganda,Mukono,Mukono Municipality,Central Division,Nakabago,0.3799,32.7459,1,URN (Uganda),National,"On August 7th, residents of Nakabago demonstrated against the placement of a school gate on a path used by residents in part of a land dispute. The residents broke down the iron gates of the school; three demonstrators were arrested. [size=small]",0,1567450155,UGA
2019-08,5730759,4,AFG23178,23178,2019-08-07,2019,1,Explosions/Remote violence,Suicide bomb,Taliban,,2,Police Forces of Afghanistan (2004-),Military Forces of Afghanistan (2004-); Civilians (Afghanistan),1,12,Southern Asia,Afghanistan,Kabul,Kabul,,Kabul,34.5167,69.1833,1,AP; RFE/RL,International,"On 7 August 2019 around 9 am, a Taliban suicide bomber detonated a car bomb in Kabul city, targeting the police HQ of PD6 and a nearby military school/recruitment center. 14-18 people, including 10 civilians and 4 police officers, were killed and up to 145 wounded, including up to 92 civilians. There was shooting reported after the explosion, but no indication that it was between two actors. The Taliban claimed tens of security forces were killed. 15 total fatalities coded to include the bomber.",15,1567458862,AFG
2019-08,6048265,760,SYR65637,65637,2019-08-07,2019,1,Explosions/Remote violence,Remote explosive/landmine/IED,Islamic State (Syria),,2,QSD: Syrian Democratic Forces,Civilians (Syria); Students (Syria),2,22,Middle East,Syria,Al-Hasakeh,Quamishli,Qahtaniyyeh,Qahtaniyyah,37.0284,41.5473,1,SOHR; SNHR; SHAM; Liveuamap,Local partner-Other,"On 07 August, 2019, a VBIED planted by IS in Qahtaniyyah in eastern al-Hasakeh countryside detonated targeting a QSD military vehicle. As a result, 2 QSD members and 3 children, likely students, were killed and several others were wounded. The detonation took place near a high school which led to material damages to the building and furniture. IS claimed it had killed 8 QSD members in the attack. Total fatalities coded to 5.",5,1571164402,SYR
2019-08,5932078,144,SRI3624,3624,2019-08-07,2019,1,Riots,Mob violence,Rioters (Sri Lanka),Students (Sri Lanka); Sinhalese Ethnic Group (Sri Lanka),5,Rioters (Sri Lanka),Students (Sri Lanka); Sinhalese Ethnic Group (Sri Lanka),5,55,Southern Asia,Sri Lanka,Northern,Jaffna,Jaffna,Jaffna,9.6685,80.0074,1,Tamil Guardian,International,"On August 7, a clash ensued between Sinhalese students outside the University of Jaffna in Jaffna city (Jaffna, Jaffna district). The reason for the clash was not reported. [size=no report]",0,1567533974,LKA
2019-08,5975913,434,LBY8342,8342,2019-08-05,2019,1,Explosions/Remote violence,Air/drone strike,Military Forces of Libya (2014-) Haftar Faction,,1,Military Forces of Libya (2016-) Government of National Accord,,1,11,Northern Africa,Libya,West,Misrata,,Misratah,32.3754,15.0925,1,Address Libya; Libya Observer,Subnational-National,"On August 5, an LNA airstrike hit Misrata Air College and damaged a cargo plane.",0,1568673919,LBY
2019-08,5726401,566,NIG15128,15128,2019-08-05,2019,2,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),,7,47,Western Africa,Nigeria,Anambra,Awka South,,Awka,6.2101,7.0741,1,Vanguard (Nigeria),National,05 August (or around). A worker at a school was attacked by Fulani militias after he asked them to leave the school premises that they used for grazing.,0,1567450155,NGA
2019-08,5726728,710,SAF11427,11427,2019-08-05,2019,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,Police Forces of South Africa (1994-),,1,15,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Sunnyside,-25.7500,28.2167,1,Boksburg advertiser; Citizen (South Africa),Subnational-National,05 August. Demonstrations occurred at the University of South Africa in Sunnyside. Students barricaded roads with rocks and burning tires. The demonstration was caused by the delay in examination results. Police dispersed the crowds. [size=no report].,0,1567450155,ZAF
2019-08,5726732,710,SAF11431,11431,2019-08-05,2019,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,Eastern Cape,Nelson Mandela Bay,Nelson Mandela Bay,Uitenhage,-33.7653,25.4022,1,GroundUp,National,"05 August. Students from the East Cape Midlands TVET College demonstrated outside the Thanduxolo campus in KwaNobuhle township, Uitenhage. The students barricaded roads with burning tires and rubbish. The demonstration as sparked by students being blocked on the college system and overcrowded classrooms. [size=100].",0,1567450155,ZAF
2019-08,6120609,710,SAF11433,11433,2019-08-05,2019,1,Riots,Violent demonstration,Rioters (South Africa),Students (South Africa),5,,,0,50,Southern Africa,South Africa,Gauteng,City of Tshwane,City of Tshwane,Pretoria,-25.7449,28.1878,1,Pretoria News,Subnational,"05 August. Students of the Sekako Makhatho Health Sciences University, Pretoria set alight various items at the university during a demonstration. The demonstrators are demanding the dismissal of the vice-chancellor who they alleged is responsible for mismanagement, a lack of infrastructure, and failure of providing a conductive learning environment. [size=no report].",0,1571164634,ZAF
2019-08,5732842,792,TUR8875,8875,2019-08-05,2019,1,Strategic developments,Looting/property destruction,HBDH: Peoples United Revolutionary Movement,,3,Military Forces of Turkey (2016-),,1,13,Middle East,Turkey,Istanbul,Tuzla,,Tuzla,40.8299,29.3048,1,Peoples' United Revolutionary Movement,Other,"Property Destruction: On August 5, the HBDH attacked military school Piyade in Tuzla of Istanbul. No injuries were reported.",0,1567458865,TUR
2019-08,6263325,804,UKR23758,23758,2019-08-05,2019,1,Battles,Armed clash,Military Forces of Ukraine (2019-),,1,NAF: United Armed Forces of Novorossiya,Donbass People's Militia,2,12,Europe,Ukraine,Donetsk,Horlivka Municipality,,Mine 6/7,48.3767,37.9636,2,DPR Armed Forces Press Service,Other,"On 5 August, the Ukrainian Forces fired heavy machine guns and small arms at the positions of the Donbass People's Militia in the area of Mine 6/7, Donetsk. Three residential houses and a school building were damaged.",0,1572403713,UKR
2019-08,5929358,356,IND59442,59442,2019-08-05,2019,1,Riots,Mob violence,Rioters (India),SFI: Students Federation of India; Students (India),5,Rioters (India),ABVP: Akhil Bharatiya Vidyarthi Parishad; Students (India),5,55,Southern Asia,India,Chandigarh,Chandigarh,Chandigarh,Chandigarh,30.7362,76.7884,1,Chandigarh Tribune,Subnational,"On 5 August, two groups of students including members of the SFI and the ABVP, clashed at the student centre at Panjab University in Chandigarh city (Chandigarh) over Article 370 which gave special status to J&K being revoked. The police intervened; no injuries reported. [size=no report]",0,1567533970,IND
2019-08,5924072,764,THA7302,7302,2019-08-04,2019,1,Battles,Armed clash,Malay Muslim Separatists (Thailand),,2,Private Security Forces (Thailand),,8,28,South-Eastern Asia,Thailand,Pattani,Yarang,,Khao Tum,6.5964,101.3353,1,Khaosod,National,"On 4 August 2019, Malay Muslim Separatists planted and detonated bombs at Islamic Bank of Thailand ATM machines in 3 spots across Pattani, Thailand. In one incident in front of Fatoni University in tambon Khao Tum, Yarang district, ten armed assailants, presumably Malay Muslim Separatists, tied up a security guard and took his gun. They then detonated a bomb at the ATM machine and stole the cash. No fatalities or injuries reported.",0,1567515037,THA
2019-08,5924073,764,THA7303,7303,2019-08-04,2019,1,Explosions/Remote violence,Remote explosive/landmine/IED,Malay Muslim Separatists (Thailand),,2,,,0,20,South-Eastern Asia,Thailand,Pattani,Khok Pho,,Na Pradu,6.6782,101.1386,1,Thai Rath,National,"On 4 August 2019, Malay Muslim Separatists planted and detonated bombs at Islamic Bank of Thailand ATM machines in 3 spots across Pattani, Thailand. One bomb was planted in front of a school in tambon Na Pradu, Khok Pho district. No fatalities or injuries were reported.",0,1567515037,THA
2019-08,5924074,764,THA7304,7304,2019-08-04,2019,1,Explosions/Remote violence,Remote explosive/landmine/IED,Malay Muslim Separatists (Thailand),,2,,,0,20,South-Eastern Asia,Thailand,Pattani,Sai Buri,,Tabing,6.6806,101.5905,1,Thai Rath,National,"On 4 August 2019, Malay Muslim Separatists planted and detonated a bomb at Islamic Bank of Thailand ATM machines in 3 spots in Pattani, Thailand. One bomb was detonated in front of a religious school in tambon Tabing, Sai Buri district. No fatalities or injuries were reported.",0,1567515037,THA
2019-08,5930967,524,NEP6338,6338,2019-08-04,2019,2,Riots,Violent demonstration,Rioters (Nepal),Students (Nepal),5,,,0,50,Southern Asia,Nepal,Central,Narayani,Parsa,Birganj,27.0104,84.8774,1,Prateek Daily,National,"As reported on August 4, students continued their demonstration by chanting slogans, vandalizing properties, and burning effigy of the CEO of the MB Kedia Dental College in Birgunj city (Parsa district, Narayani). The students were expressing dissatisfaction over several issues, including steep tuition fees, frequent shut down of the college due to repeated strikes launched by the teachers and the administrative staff, etc. [size=no report]",0,1567533973,NPL
2019-08,5726395,566,NIG15122,15122,2019-08-02,2019,1,Violence against civilians,Attack,Fulani Ethnic Militia (Nigeria),Pastoralists (Nigeria),4,Civilians (Nigeria),Students (Nigeria),7,47,Western Africa,Nigeria,Federal Capital Territory,Abuja Municipal,,Abuja,9.0833,7.5333,1,Daily Post (Nigeria),National,02 August. A suspected Fulani militia attacked a student hostel at the University of Abuja and injured residents.,0,1567450155,NGA
